id|datetm|cui|type|polarity|text
577509702612824065|Mon Mar 16 16:40:17 UTC 2015|C0524222|5|1|Oxycontin
577509702612824065|Mon Mar 16 16:40:17 UTC 2015|C0722364|1|1|Oxycontin
577491422493990912|Mon Mar 16 15:27:39 UTC 2015|C0030193|3|1|pain
577491422493990912|Mon Mar 16 15:27:39 UTC 2015|C0524222|5|1|OxyContin
577491422493990912|Mon Mar 16 15:27:39 UTC 2015|C0722364|1|1|OxyContin
577491477368016896|Mon Mar 16 15:27:52 UTC 2015|C0024554|3|1|m
577491477368016896|Mon Mar 16 15:27:52 UTC 2015|C0038012|2|1|spondylitis
574260857879789569|Sat Mar 07 17:30:32 UTC 2015|C0373675|5|1|mg
578201637799481344|Wed Mar 18 14:29:47 UTC 2015|C0524222|5|1|OxyContin
578201637799481344|Wed Mar 18 14:29:47 UTC 2015|C0722364|1|1|OxyContin
578204662593114112|Wed Mar 18 14:41:48 UTC 2015|C1522449|5|1|RT
578204662593114112|Wed Mar 18 14:41:48 UTC 2015|C0030563|3|1|para
578204662593114112|Wed Mar 18 14:41:48 UTC 2015|C1306459|2|1|cancer
578204662593114112|Wed Mar 18 14:41:48 UTC 2015|C0006826|2|1|cancer
578196602420142080|Wed Mar 18 14:09:47 UTC 2015|C0524222|5|1|Oxycontin
578196602420142080|Wed Mar 18 14:09:47 UTC 2015|C0722364|1|1|Oxycontin
574261101795352576|Sat Mar 07 17:31:30 UTC 2015|C0719199|1|1|Celexa
574261101795352576|Sat Mar 07 17:31:30 UTC 2015|C0162373|1|1|Prozac
578200927687016449|Wed Mar 18 14:26:58 UTC 2015|C0020498|2|1|dish
578198912638574592|Wed Mar 18 14:18:57 UTC 2015|C1522449|5|1|RT
578198912638574592|Wed Mar 18 14:18:57 UTC 2015|C0027662|2|1|men
578211514210992129|Wed Mar 18 15:09:02 UTC 2015|C1328247|2|1|abuse
578211514210992129|Wed Mar 18 15:09:02 UTC 2015|C0562381|3|1|abuse
578211514210992129|Wed Mar 18 15:09:02 UTC 2015|C0524222|5|1|OxyContin
578211514210992129|Wed Mar 18 15:09:02 UTC 2015|C0722364|1|1|OxyContin
578211563414380544|Wed Mar 18 15:09:14 UTC 2015|C0524222|5|1|OxyContin
578211563414380544|Wed Mar 18 15:09:14 UTC 2015|C0722364|1|1|OxyContin
574264413076742146|Sat Mar 07 17:44:40 UTC 2015|C0939412|1|1|Novolog
574264413076742146|Sat Mar 07 17:44:40 UTC 2015|C0528249|1|1|Humalog
574264484191141888|Sat Mar 07 17:44:57 UTC 2015|C1522449|5|1|RT
574264484191141888|Sat Mar 07 17:44:57 UTC 2015|C1306459|2|1|Cancer
574264484191141888|Sat Mar 07 17:44:57 UTC 2015|C0006826|2|1|Cancer
574264484191141888|Sat Mar 07 17:44:57 UTC 2015|C0042789|3|1|sight
574265166960943104|Sat Mar 07 17:47:39 UTC 2015|C0245561|1|1|Duloxetine
574265166960943104|Sat Mar 07 17:47:39 UTC 2015|C0027662|2|1|men
574265166960943104|Sat Mar 07 17:47:39 UTC 2015|C0719198|1|1|celebrex
574265166960943104|Sat Mar 07 17:47:39 UTC 2015|C0020175|3|1|hunger
574265201131978752|Sat Mar 07 17:47:47 UTC 2015|C0030563|3|1|para
574265201131978752|Sat Mar 07 17:47:47 UTC 2015|C0373675|5|1|mg
574265209449152515|Sat Mar 07 17:47:49 UTC 2015|C0030563|3|1|para
574265209449152515|Sat Mar 07 17:47:49 UTC 2015|C0373675|5|1|mg
574265210015383552|Sat Mar 07 17:47:50 UTC 2015|C0030563|3|1|para
574265210015383552|Sat Mar 07 17:47:50 UTC 2015|C0373675|5|1|mg
574265225718951936|Sat Mar 07 17:47:53 UTC 2015|C0030193|3|1|pain
574265225718951936|Sat Mar 07 17:47:53 UTC 2015|C0524222|5|1|OxyContin
574265225718951936|Sat Mar 07 17:47:53 UTC 2015|C0722364|1|1|OxyContin
574265225718951936|Sat Mar 07 17:47:53 UTC 2015|C0085281|2|1|addiction
578201852371607552|Wed Mar 18 14:30:38 UTC 2015|C1522449|5|1|RT
578201852371607552|Wed Mar 18 14:30:38 UTC 2015|C0524222|5|1|OxyContin
578201852371607552|Wed Mar 18 14:30:38 UTC 2015|C0722364|1|1|OxyContin
574495975777136640|Sun Mar 08 09:04:48 UTC 2015|C1121854|1|1|Symbicort
574493511023644672|Sun Mar 08 08:55:01 UTC 2015|C0027662|2|1|Men
574493511023644672|Sun Mar 08 08:55:01 UTC 2015|C0085639|3|1|fall
574500641369886720|Sun Mar 08 09:23:21 UTC 2015|C0524222|5|1|OxyContin
574500641369886720|Sun Mar 08 09:23:21 UTC 2015|C0722364|1|1|OxyContin
578205269659897858|Wed Mar 18 14:44:13 UTC 2015|C0002736|2|1|als
574499856842035201|Sun Mar 08 09:20:14 UTC 2015|C0162373|1|1|prozac
574499856842035201|Sun Mar 08 09:20:14 UTC 2015|C1170625|1|1|suboxone
574499892086734850|Sun Mar 08 09:20:22 UTC 2015|C0162373|1|1|prozac
574499892086734850|Sun Mar 08 09:20:22 UTC 2015|C1170625|1|1|suboxone
578207027924758528|Wed Mar 18 14:51:12 UTC 2015|C1522449|5|1|RT
578207027924758528|Wed Mar 18 14:51:12 UTC 2015|C0030563|3|1|para
578207027924758528|Wed Mar 18 14:51:12 UTC 2015|C1306459|2|1|cancer
578207027924758528|Wed Mar 18 14:51:12 UTC 2015|C0006826|2|1|cancer
574555528485015552|Sun Mar 08 13:01:27 UTC 2015|C1522449|5|1|RT
574555528485015552|Sun Mar 08 13:01:27 UTC 2015|C0524222|5|1|OxyContin
574555528485015552|Sun Mar 08 13:01:27 UTC 2015|C0722364|1|1|OxyContin
574555600358629376|Sun Mar 08 13:01:44 UTC 2015|C0310367|1|1|Today
574555600358629376|Sun Mar 08 13:01:44 UTC 2015|C1170625|1|1|Suboxone
574509678366883840|Sun Mar 08 09:59:15 UTC 2015|C0441959|3|1|no
574251814964584448|Sat Mar 07 16:54:36 UTC 2015|C0939400|1|1|Nexium
578211776883396608|Wed Mar 18 15:10:04 UTC 2015|C0939400|1|1|nexium
578211776883396608|Wed Mar 18 15:10:04 UTC 2015|C0162566|2|1|pct
578211776883396608|Wed Mar 18 15:10:04 UTC 2015|C0201956|5|1|citrate
574286137289744384|Sat Mar 07 19:10:59 UTC 2015|C1522449|5|1|RT
574286137289744384|Sat Mar 07 19:10:59 UTC 2015|C0030563|3|1|para
574286137289744384|Sat Mar 07 19:10:59 UTC 2015|C0373675|5|1|mg
574285661282385921|Sat Mar 07 19:09:06 UTC 2015|C0024554|3|1|m
574285661282385921|Sat Mar 07 19:09:06 UTC 2015|C1304698|3|1|liquid
574285661282385921|Sat Mar 07 19:09:06 UTC 2015|C1602113|1|1|oxynorm
574285661282385921|Sat Mar 07 19:09:06 UTC 2015|C0030193|3|1|pain
574285661282385921|Sat Mar 07 19:09:06 UTC 2015|C0524222|5|1|OxyContin
574285661282385921|Sat Mar 07 19:09:06 UTC 2015|C0722364|1|1|OxyContin
578214557694431233|Wed Mar 18 15:21:07 UTC 2015|C1522449|5|1|RT
578214557694431233|Wed Mar 18 15:21:07 UTC 2015|C0524222|5|1|OxyContin
578214557694431233|Wed Mar 18 15:21:07 UTC 2015|C0722364|1|1|OxyContin
578220322391998464|Wed Mar 18 15:44:02 UTC 2015|C1522449|5|1|RT
578216830398959616|Wed Mar 18 15:30:09 UTC 2015|C0234238|3|1|aches
578216896287285248|Wed Mar 18 15:30:25 UTC 2015|C0406810|2|1|name
578216896287285248|Wed Mar 18 15:30:25 UTC 2015|C0021400|2|1|flu
578216896287285248|Wed Mar 18 15:30:25 UTC 2015|C0016627|2|1|avian influenza
578216896287285248|Wed Mar 18 15:30:25 UTC 2015|C0021400|2|1|influenza
574286693215432704|Sat Mar 07 19:13:12 UTC 2015|C0024554|3|1|m
574286693215432704|Sat Mar 07 19:13:12 UTC 2015|C1170625|1|1|suboxone
574286801579409409|Sat Mar 07 19:13:37 UTC 2015|C1522449|5|1|RT
574286801579409409|Sat Mar 07 19:13:37 UTC 2015|C0024554|3|1|m
574286801579409409|Sat Mar 07 19:13:37 UTC 2015|C1170625|1|1|suboxone
574288983082991616|Sat Mar 07 19:22:17 UTC 2015|C0037393|3|1|SOCCER
574289079254269953|Sat Mar 07 19:22:40 UTC 2015|C1522449|5|1|RT
574289079254269953|Sat Mar 07 19:22:40 UTC 2015|C1306459|2|1|Cancer
574289079254269953|Sat Mar 07 19:22:40 UTC 2015|C0006826|2|1|Cancer
574289079254269953|Sat Mar 07 19:22:40 UTC 2015|C0042789|3|1|sight
574287330699276288|Sat Mar 07 19:15:44 UTC 2015|C1269537|6|1|brain
574287330699276288|Sat Mar 07 19:15:44 UTC 2015|C0006104|6|1|brain
574292681683267584|Sat Mar 07 19:36:59 UTC 2015|C1522449|5|1|RT
574292681683267584|Sat Mar 07 19:36:59 UTC 2015|C1306459|2|1|Cancer
574292681683267584|Sat Mar 07 19:36:59 UTC 2015|C0006826|2|1|Cancer
574292681683267584|Sat Mar 07 19:36:59 UTC 2015|C0042789|3|1|sight
574292807189458945|Sat Mar 07 19:37:29 UTC 2015|C0524222|5|1|OxyContin
574292807189458945|Sat Mar 07 19:37:29 UTC 2015|C0722364|1|1|OxyContin
574292807189458945|Sat Mar 07 19:37:29 UTC 2015|C1995000|6|1|back
574292807189458945|Sat Mar 07 19:37:29 UTC 2015|C0004600|6|1|back
574292807189458945|Sat Mar 07 19:37:29 UTC 2015|C1281593|6|1|back
574294357957832704|Sat Mar 07 19:43:39 UTC 2015|C1522449|5|1|RT
578218049096065024|Wed Mar 18 15:35:00 UTC 2015|C1328247|2|1|Abuse
578218049096065024|Wed Mar 18 15:35:00 UTC 2015|C0562381|3|1|Abuse
578218049096065024|Wed Mar 18 15:35:00 UTC 2015|C0524222|5|1|OxyContin
578218049096065024|Wed Mar 18 15:35:00 UTC 2015|C0722364|1|1|OxyContin
578218049096065024|Wed Mar 18 15:35:00 UTC 2015|C0041618|5|1|US
578223229514420224|Wed Mar 18 15:55:35 UTC 2015|C1522449|5|1|RT
578223229514420224|Wed Mar 18 15:55:35 UTC 2015|C0027662|2|1|men
574290032963416064|Sat Mar 07 19:26:28 UTC 2015|C0524222|5|1|OxyContin
574290032963416064|Sat Mar 07 19:26:28 UTC 2015|C0722364|1|1|OxyContin
574290032963416064|Sat Mar 07 19:26:28 UTC 2015|C0010957|2|1|damage
574293619563229184|Sat Mar 07 19:40:43 UTC 2015|C1522449|5|1|RT
574293619563229184|Sat Mar 07 19:40:43 UTC 2015|C1306459|2|1|Cancer
574293619563229184|Sat Mar 07 19:40:43 UTC 2015|C0006826|2|1|Cancer
574293619563229184|Sat Mar 07 19:40:43 UTC 2015|C0042789|3|1|sight
574259858163175424|Sat Mar 07 17:26:34 UTC 2015|C0700777|1|1|prilosec
574259858163175424|Sat Mar 07 17:26:34 UTC 2015|C0939400|1|1|nexium
574260486838988801|Sat Mar 07 17:29:03 UTC 2015|C1522449|5|1|RT
574260486838988801|Sat Mar 07 17:29:03 UTC 2015|C1306459|2|1|Cancer
574260486838988801|Sat Mar 07 17:29:03 UTC 2015|C0006826|2|1|Cancer
574260486838988801|Sat Mar 07 17:29:03 UTC 2015|C0042789|3|1|sight
574260634696740865|Sat Mar 07 17:29:39 UTC 2015|C0719198|1|1|celebrex
578499006638227456|Thu Mar 19 10:11:25 UTC 2015|C0221198|3|1|lesion
578499006638227456|Thu Mar 19 10:11:25 UTC 2015|C0043227|3|1|working
578499134027538432|Thu Mar 19 10:11:56 UTC 2015|C0024028|3|1|LOVE
578508813231341568|Thu Mar 19 10:50:23 UTC 2015|C2129310|3|1|Bisexual
578508813231341568|Thu Mar 19 10:50:23 UTC 2015|C0027662|2|1|Men
578508813231341568|Thu Mar 19 10:50:23 UTC 2015|C1314687|3|1|Sex
578568182346199040|Thu Mar 19 14:46:18 UTC 2015|C0939246|1|1|ADVAIR DISKUS
578505469200846848|Thu Mar 19 10:37:06 UTC 2015|C0262926|3|1|History
578505469200846848|Thu Mar 19 10:37:06 UTC 2015|C0524222|5|1|Oxycontin
578505469200846848|Thu Mar 19 10:37:06 UTC 2015|C0722364|1|1|Oxycontin
578505469200846848|Thu Mar 19 10:37:06 UTC 2015|C0242401|5|1|Opiate
578509715765796864|Thu Mar 19 10:53:59 UTC 2015|C1121854|1|1|Symbicort
578510485181566976|Thu Mar 19 10:57:02 UTC 2015|C0719198|1|1|celebrex
578510485181566976|Thu Mar 19 10:57:02 UTC 2015|C0687133|3|1|interaction
578510359511838720|Thu Mar 19 10:56:32 UTC 2015|C0024554|3|1|m
578510359511838720|Thu Mar 19 10:56:32 UTC 2015|C1170625|1|1|suboxone
578494652891815936|Thu Mar 19 09:54:07 UTC 2015|C0073393|1|1|risperidone
578494753379082240|Thu Mar 19 09:54:31 UTC 2015|C0013806|5|1|est
578494753379082240|Thu Mar 19 09:54:31 UTC 2015|C0523213|5|1|pas
578494866512089088|Thu Mar 19 09:54:58 UTC 2015|C0310367|1|1|today
578498456760786945|Thu Mar 19 10:09:14 UTC 2015|C0013806|5|1|est
578498456760786945|Thu Mar 19 10:09:14 UTC 2015|C0523213|5|1|pas
578496649154138112|Thu Mar 19 10:02:03 UTC 2015|C0087111|5|1|treatment
578496649154138112|Thu Mar 19 10:02:03 UTC 2015|C1533734|5|1|treatment
578496649154138112|Thu Mar 19 10:02:03 UTC 2015|C0524222|5|1|oxycontin
578496649154138112|Thu Mar 19 10:02:03 UTC 2015|C0722364|1|1|oxycontin
578496649154138112|Thu Mar 19 10:02:03 UTC 2015|C0439857|2|1|dependence
578478117699780608|Thu Mar 19 08:48:25 UTC 2015|C0939400|1|1|Nexium
578470788799467520|Thu Mar 19 08:19:18 UTC 2015|C0719198|1|1|Celebrex
578470788799467520|Thu Mar 19 08:19:18 UTC 2015|C0013117|3|1|dream
578470788799467520|Thu Mar 19 08:19:18 UTC 2015|C0543467|5|1|surgery
578474277441183745|Thu Mar 19 08:33:09 UTC 2015|C0939400|1|1|nexium
578474277441183745|Thu Mar 19 08:33:09 UTC 2015|C0700777|1|1|prilosec
578469501559255040|Thu Mar 19 08:14:11 UTC 2015|C1522449|5|1|RT
578469501559255040|Thu Mar 19 08:14:11 UTC 2015|C0524222|5|1|OxyContin
578469501559255040|Thu Mar 19 08:14:11 UTC 2015|C0722364|1|1|OxyContin
578478736548368384|Thu Mar 19 08:50:53 UTC 2015|C0719198|1|1|celebrex
578457728500281344|Thu Mar 19 07:27:24 UTC 2015|C1522449|5|1|RT
578457728500281344|Thu Mar 19 07:27:24 UTC 2015|C1306459|2|1|Cancer
578457728500281344|Thu Mar 19 07:27:24 UTC 2015|C0006826|2|1|Cancer
578457728500281344|Thu Mar 19 07:27:24 UTC 2015|C0042789|3|1|sight
578457728500281344|Thu Mar 19 07:27:24 UTC 2015|C1306459|2|1|Cancer
578457728500281344|Thu Mar 19 07:27:24 UTC 2015|C0006826|2|1|Cancer
578458385248444416|Thu Mar 19 07:30:00 UTC 2015|C1522449|5|1|RT
578458385248444416|Thu Mar 19 07:30:00 UTC 2015|C0011860|2|1|type 2 diabetes
578458385248444416|Thu Mar 19 07:30:00 UTC 2015|C0011849|2|1|diabetes
578464528381276160|Thu Mar 19 07:54:25 UTC 2015|C0024554|3|1|m
578186460454600704|Wed Mar 18 13:29:29 UTC 2015|C0524222|5|1|Oxycontin
578186460454600704|Wed Mar 18 13:29:29 UTC 2015|C0722364|1|1|Oxycontin
578193678461759488|Wed Mar 18 13:58:09 UTC 2015|C1522449|5|1|RT
578193678461759488|Wed Mar 18 13:58:09 UTC 2015|C0939400|1|1|nexium
578193813987966976|Wed Mar 18 13:58:42 UTC 2015|C0021400|2|1|flu
578185703017877504|Wed Mar 18 13:26:28 UTC 2015|C1522449|5|1|RT
578185703017877504|Wed Mar 18 13:26:28 UTC 2015|C0011884|2|1|Dr
578185703017877504|Wed Mar 18 13:26:28 UTC 2015|C0201925|5|1|CA
578185703017877504|Wed Mar 18 13:26:28 UTC 2015|C0006826|2|1|CA
578185703017877504|Wed Mar 18 13:26:28 UTC 2015|C0019564|6|1|CA
578185168797618176|Wed Mar 18 13:24:21 UTC 2015|C1269537|6|1|brain
578185168797618176|Wed Mar 18 13:24:21 UTC 2015|C0006104|6|1|brain
578185258924945409|Wed Mar 18 13:24:42 UTC 2015|C0230789|6|1|ser
578188177875329024|Wed Mar 18 13:36:18 UTC 2015|C0012634|2|1|Disease
578188325737119744|Wed Mar 18 13:36:53 UTC 2015|C1522449|5|1|RT
578188325737119744|Wed Mar 18 13:36:53 UTC 2015|C0011884|2|1|Dr
578195860292546561|Wed Mar 18 14:06:50 UTC 2015|C0939400|1|1|nexium
578190992966299648|Wed Mar 18 13:47:29 UTC 2015|C1522449|5|1|RT
578190992966299648|Wed Mar 18 13:47:29 UTC 2015|C0238198|2|1|gist
578190992966299648|Wed Mar 18 13:47:29 UTC 2015|C0011884|2|1|dr
578190992966299648|Wed Mar 18 13:47:29 UTC 2015|C0024554|3|1|m
578190992966299648|Wed Mar 18 13:47:29 UTC 2015|C0024554|3|1|m
578191090261618688|Wed Mar 18 13:47:52 UTC 2015|C0030563|3|1|para
578191090261618688|Wed Mar 18 13:47:52 UTC 2015|C1306459|2|1|cancer
578191090261618688|Wed Mar 18 13:47:52 UTC 2015|C0006826|2|1|cancer
578194500348170240|Wed Mar 18 14:01:25 UTC 2015|C0030563|3|1|para
578194500348170240|Wed Mar 18 14:01:25 UTC 2015|C1306459|2|1|cancer
578194500348170240|Wed Mar 18 14:01:25 UTC 2015|C0006826|2|1|cancer
578191974991278080|Wed Mar 18 13:51:23 UTC 2015|C1522449|5|1|RT
578191974991278080|Wed Mar 18 13:51:23 UTC 2015|C0027662|2|1|men
578192039277408256|Wed Mar 18 13:51:39 UTC 2015|C0719198|1|1|Celebrex
578192039277408256|Wed Mar 18 13:51:39 UTC 2015|C0719198|1|1|Celebrex
578194041969455104|Wed Mar 18 13:59:36 UTC 2015|C1522449|5|1|RT
578194041969455104|Wed Mar 18 13:59:36 UTC 2015|C0238198|2|1|gist
578194041969455104|Wed Mar 18 13:59:36 UTC 2015|C0011884|2|1|dr
578194041969455104|Wed Mar 18 13:59:36 UTC 2015|C0024554|3|1|m
578194041969455104|Wed Mar 18 13:59:36 UTC 2015|C0024554|3|1|m
578194233514958848|Wed Mar 18 14:00:22 UTC 2015|C0030563|3|1|para
578194233514958848|Wed Mar 18 14:00:22 UTC 2015|C1306459|2|1|cancer
578194233514958848|Wed Mar 18 14:00:22 UTC 2015|C0006826|2|1|cancer
578194316683841536|Wed Mar 18 14:00:42 UTC 2015|C0939400|1|1|nexium
578171757141479424|Wed Mar 18 12:31:03 UTC 2015|C0524222|5|1|Oxycontin
578171757141479424|Wed Mar 18 12:31:03 UTC 2015|C0722364|1|1|Oxycontin
578171757141479424|Wed Mar 18 12:31:03 UTC 2015|C0037313|3|1|sleep
578174761273991168|Wed Mar 18 12:42:59 UTC 2015|C1522449|5|1|RT
578169373745135616|Wed Mar 18 12:21:35 UTC 2015|C0939246|1|1|ADVAIR DISKUS
578173270739959808|Wed Mar 18 12:37:04 UTC 2015|C1522449|5|1|RT
578173270739959808|Wed Mar 18 12:37:04 UTC 2015|C1306459|2|1|Cancer
578173270739959808|Wed Mar 18 12:37:04 UTC 2015|C0006826|2|1|Cancer
578173270739959808|Wed Mar 18 12:37:04 UTC 2015|C0042789|3|1|sight
578175686365601792|Wed Mar 18 12:46:40 UTC 2015|C0041618|5|1|US
578177448489172992|Wed Mar 18 12:53:40 UTC 2015|C0013806|5|1|est
578177448489172992|Wed Mar 18 12:53:40 UTC 2015|C0523213|5|1|pas
578181850595651584|Wed Mar 18 13:11:09 UTC 2015|C0524222|5|1|oxycontin
578181850595651584|Wed Mar 18 13:11:09 UTC 2015|C0722364|1|1|oxycontin
578156351173443584|Wed Mar 18 11:29:50 UTC 2015|C1522449|5|1|RT
578156351173443584|Wed Mar 18 11:29:50 UTC 2015|C0310367|1|1|today
578156351173443584|Wed Mar 18 11:29:50 UTC 2015|C0939400|1|1|Nexium
578156368407957504|Wed Mar 18 11:29:54 UTC 2015|C0524222|5|1|Oxycontin
578156368407957504|Wed Mar 18 11:29:54 UTC 2015|C0722364|1|1|Oxycontin
578156368407957504|Wed Mar 18 11:29:54 UTC 2015|C0242401|5|1|Opiates
578156368407957504|Wed Mar 18 11:29:54 UTC 2015|C0376196|1|1|Opiates
578156937180639232|Wed Mar 18 11:32:10 UTC 2015|C0524222|5|1|Oxycontin
578156937180639232|Wed Mar 18 11:32:10 UTC 2015|C0722364|1|1|Oxycontin
578163286153150464|Wed Mar 18 11:57:23 UTC 2015|C0406810|2|1|name
578163286153150464|Wed Mar 18 11:57:23 UTC 2015|C0524222|5|1|oxycontin
578163286153150464|Wed Mar 18 11:57:23 UTC 2015|C0722364|1|1|oxycontin
578161034847899648|Wed Mar 18 11:48:27 UTC 2015|C1522449|5|1|RT
578159955846418432|Wed Mar 18 11:44:09 UTC 2015|C0030193|3|1|Pain
578159955846418432|Wed Mar 18 11:44:09 UTC 2015|C0524222|5|1|OxyContin
578159955846418432|Wed Mar 18 11:44:09 UTC 2015|C0722364|1|1|OxyContin
578147232958009345|Wed Mar 18 10:53:36 UTC 2015|C0524222|5|1|oxycontin
578147232958009345|Wed Mar 18 10:53:36 UTC 2015|C0722364|1|1|oxycontin
578147232958009345|Wed Mar 18 10:53:36 UTC 2015|C0202304|5|1|alcohol
578147298154184704|Wed Mar 18 10:53:51 UTC 2015|C0310367|1|1|Today
578144455447822336|Wed Mar 18 10:42:34 UTC 2015|C1522449|5|1|RT
578147566266769408|Wed Mar 18 10:54:55 UTC 2015|C0310367|1|1|Today
578147566266769408|Wed Mar 18 10:54:55 UTC 2015|C1533685|5|1|injection
578147566266769408|Wed Mar 18 10:54:55 UTC 2015|C0544452|3|1|remission
578120297414459392|Wed Mar 18 09:06:34 UTC 2015|C0939400|1|1|nexium
578122992649023488|Wed Mar 18 09:17:17 UTC 2015|C1522449|5|1|RT
578122992649023488|Wed Mar 18 09:17:17 UTC 2015|C0087111|5|1|treatment
578122992649023488|Wed Mar 18 09:17:17 UTC 2015|C1533734|5|1|treatment
578122992649023488|Wed Mar 18 09:17:17 UTC 2015|C0021390|2|1|IBD
578122992649023488|Wed Mar 18 09:17:17 UTC 2015|C0666743|1|1|infliximab
578134508584620032|Wed Mar 18 10:03:02 UTC 2015|C0040264|3|1|tinnitus
578134508584620032|Wed Mar 18 10:03:02 UTC 2015|C0719198|1|1|celebrex
578134312899469312|Wed Mar 18 10:02:16 UTC 2015|C1278997|6|1|Scalp
578134312899469312|Wed Mar 18 10:02:16 UTC 2015|C0036270|6|1|Scalp
578134312899469312|Wed Mar 18 10:02:16 UTC 2015|C0038351|6|1|stomach
578134312899469312|Wed Mar 18 10:02:16 UTC 2015|C1278920|6|1|stomach
578134326572892160|Wed Mar 18 10:02:19 UTC 2015|C1522449|5|1|RT
578096696321667072|Wed Mar 18 07:32:47 UTC 2015|C1522449|5|1|RT
578096696321667072|Wed Mar 18 07:32:47 UTC 2015|C0199176|5|1|prevention
578100976520818688|Wed Mar 18 07:49:48 UTC 2015|C1522449|5|1|RT
578100976520818688|Wed Mar 18 07:49:48 UTC 2015|C0226896|6|1|oral
578094488582692864|Wed Mar 18 07:24:01 UTC 2015|C1522449|5|1|RT
578104795996692480|Wed Mar 18 08:04:58 UTC 2015|C1522449|5|1|RT
578108576989757441|Wed Mar 18 08:20:00 UTC 2015|C1522449|5|1|RT
578108576989757441|Wed Mar 18 08:20:00 UTC 2015|C0939400|1|1|nexium
578108576989757441|Wed Mar 18 08:20:00 UTC 2015|C0029456|2|1|osteoporosis
578111051545198592|Wed Mar 18 08:29:50 UTC 2015|C1522449|5|1|RT
578111051545198592|Wed Mar 18 08:29:50 UTC 2015|C0226896|6|1|oral
578106923813208065|Wed Mar 18 08:13:26 UTC 2015|C0231377|3|1|IM
578085603947864066|Wed Mar 18 06:48:42 UTC 2015|C1522449|5|1|RT
578085622843195392|Wed Mar 18 06:48:47 UTC 2015|C1522449|5|1|RT
578075712051027968|Wed Mar 18 06:09:24 UTC 2015|C0030563|3|1|para
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C1522449|5|1|RT
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C1445957|5|1|cholesterol
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C0011860|2|1|Type 2 diabetes
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C0011849|2|1|diabetes
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C0022658|2|1|kidney disease
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C0022646|6|1|kidney
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C1278978|6|1|kidney
578091377935802368|Wed Mar 18 07:11:39 UTC 2015|C0012634|2|1|disease
578086167796539393|Wed Mar 18 06:50:57 UTC 2015|C1522449|5|1|RT
578086169440718848|Wed Mar 18 06:50:57 UTC 2015|C1522449|5|1|RT
578089232134094849|Wed Mar 18 07:03:07 UTC 2015|C1522449|5|1|RT
578089232134094849|Wed Mar 18 07:03:07 UTC 2015|C0231377|3|1|IM
578048066973904896|Wed Mar 18 04:19:33 UTC 2015|C0024554|3|1|m
578048066973904896|Wed Mar 18 04:19:33 UTC 2015|C0013862|5|1|page
578048703061102593|Wed Mar 18 04:22:05 UTC 2015|C0557875|3|1|tired
578048703803490304|Wed Mar 18 04:22:05 UTC 2015|C0719198|1|1|celebrex
578048809642536960|Wed Mar 18 04:22:30 UTC 2015|C0033213|3|1|issue
578048809642536960|Wed Mar 18 04:22:30 UTC 2015|C0000833|2|1|abscess
578048809642536960|Wed Mar 18 04:22:30 UTC 2015|C0016169|2|1|fistula
578051991206637568|Wed Mar 18 04:35:09 UTC 2015|C1522449|5|1|RT
578409040025366529|Thu Mar 19 04:13:56 UTC 2015|C1522449|5|1|RT
578409040025366529|Thu Mar 19 04:13:56 UTC 2015|C0677908|5|1|maintenance therapy
578409040025366529|Thu Mar 19 04:13:56 UTC 2015|C0087111|5|1|therapy
578033987706318849|Wed Mar 18 03:23:36 UTC 2015|C0024554|3|1|m
578033987706318849|Wed Mar 18 03:23:36 UTC 2015|C0543467|5|1|surgery
578033987706318849|Wed Mar 18 03:23:36 UTC 2015|C0024554|3|1|m
578036979528556544|Wed Mar 18 03:35:29 UTC 2015|C0879626|2|1|side effect
578036979528556544|Wed Mar 18 03:35:29 UTC 2015|C0020175|3|1|hunger
578016456962633728|Wed Mar 18 02:13:57 UTC 2015|C1522449|5|1|RT
578016456962633728|Wed Mar 18 02:13:57 UTC 2015|C1328247|2|1|Abuse
578016456962633728|Wed Mar 18 02:13:57 UTC 2015|C0562381|3|1|Abuse
578016456962633728|Wed Mar 18 02:13:57 UTC 2015|C0524222|5|1|OxyContin
578016456962633728|Wed Mar 18 02:13:57 UTC 2015|C0722364|1|1|OxyContin
578016456962633728|Wed Mar 18 02:13:57 UTC 2015|C0041618|5|1|US
578015479932981248|Wed Mar 18 02:10:04 UTC 2015|C0939412|1|1|Novolog
578015479932981248|Wed Mar 18 02:10:04 UTC 2015|C0231441|3|1|fix
578015609604173824|Wed Mar 18 02:10:34 UTC 2015|C0719198|1|1|Celebrex
578018923896930304|Wed Mar 18 02:23:45 UTC 2015|C1522449|5|1|RT
578018923896930304|Wed Mar 18 02:23:45 UTC 2015|C0199176|5|1|prevention
578024621187948544|Wed Mar 18 02:46:23 UTC 2015|C1170625|1|1|Suboxone
578024628070838272|Wed Mar 18 02:46:25 UTC 2015|C1522449|5|1|RT
578024628070838272|Wed Mar 18 02:46:25 UTC 2015|C0719198|1|1|celebrex
